Rank,Title,Score,Chapters/Volumes,Published
32671,Rafnas,N/A,Manga (2 vols),Dec 2013 - Feb 2015
32672,Mahou Seiren: Garnarouge to Hinagikutei Elcca,N/A,Manga (3 vols),Dec 2013 - Jun 2015
32673,Mochiron de Gozaimasu, Ojousama,N/A,Light Novel (3 vols),Sep 2012 - Apr 2013
32674,Lost Witch Bride Magical,N/A,Light Novel (2 vols),Sep 2013 - Jan 2014
32675,Nuigurumi Crash,N/A,Manga (3 vols),Oct 2013 - Oct 2015
32676,Kuroneko no Suiyoubi,N/A,Light Novel (4 vols),Nov 2012 - Sep 2013
32677,Rin-chan Now! SSs,N/A,Light Novel (1 vols),Mar 2013 - Mar 2013
32678,Marginal Operation,N/A,Light Novel (5 vols),Feb 2012 - Nov 2013
32679,BlazBlue,N/A,Light Novel (? vols),Jan 2013 -
32680,Shiden no Yaiba to Doukoku no Keening,N/A,Light Novel (1 vols),Oct 2013 - Oct 2013
32681,Uchi no Kaichou wa Araburu Toraneko ni Niteiru.,N/A,Light Novel (3 vols),Mar 2011 - Oct 2011
32682,Progress Eve: Ange Chronicle Side:Black,N/A,Light Novel (1 vols),Oct 2013 - Oct 2013
32683,Joshibu ni Koi!,N/A,Manga (1 vols),Jan 2012 - Jan 2012
32684,Bura-Pan!,N/A,Light Novel (2 vols),Mar 2012 - Aug 2012
32685,Mame Sengoku Basara,N/A,Manga (5 vols),Oct 2011 - Jan 2014
32686,Onsen Dragon Oukoku,N/A,Light Novel (3 vols),May 2013 - Mar 2014
32687,God Finger Jin,N/A,Manga (1 vols),Oct 2012 - May 2013
32688,Uchi no Majo Shirimasen ka?,N/A,Light Novel (3 vols),Jan 2011 - Apr 2012
32689,Kurumada Suikoden: Hero of Heroes,N/A,Manga (? vols),Dec 2013 -
32690,Anise to Fukigen na Mahoutsukai,N/A,Light Novel (4 vols),Jul 2008 - Aug 2009
32691,Shirogane no Sword Breaker,N/A,Light Novel (4 vols),Jan 2014 - May 2015
32692,Mayoi Neko Overdrive: Ginrou vs Dog Ninja,N/A,Light Novel (1 vols),Aug 2013 - Aug 2013
32693,Seitokai no Himegoto,N/A,Manga (3 vols),Aug 2012 - Feb 2014
32694,Ranobe-bu,N/A,Light Novel (3 vols),Sep 2008 - Jul 2009
32695,Obake no Oyatsu,N/A,Manga (1 vols),Jul 2007 - Jul 2007
32696,Holy Holy,N/A,Manga (2 vols),Nov 2013 - Nov 2014
32697,Rapunzel no Tsubasa,N/A,Light Novel (4 vols),Feb 2009 - Feb 2010
32698,Daremo ga Osoreru Ano Iinchou ga, Boku no Senzoku Maid ni Naru you desu.,N/A,Light Novel (2 vols),Nov 2011 - Sep 2012
32699,Mikagura Gakuen Kumikyoku,N/A,Light Novel (8 vols),Jul 2013 - Aug 2016
32700,Zenon-sama de Aru!,N/A,Light Novel (1 vols),Mar 2011 - Mar 2011
32701,Le;0 - Ash to Leviathan,N/A,Light Novel (2 vols),Aug 2009 - Dec 2009
32702,Nian Shang x Nian Xia,N/A,Manhua (2 vols),2013 - 2013
32703,Aoi Sora no Neosphere,N/A,Manga (1 vols),Jul 2005 - Feb 2006
32704,Toaru Joshidaisei no Nichijou ni Miru,N/A,Manga (1 vols),Jul 2002 - Jul 2009
32705,Vanish Drops: Iede Chuu Idol wo Follow Shimasu ka?,N/A,Light Novel (1 vols),Apr 2012 - Apr 2012
32706,Hare, Tokidoki Raijin,N/A,Manga (3 vols),Oct 2009 - May 2012
32707,Atrium no Koibito,N/A,Light Novel (3 vols),May 2011 - Feb 2012
32708,Scylla Darkly,N/A,Light Novel (1 vols),May 2010 - May 2010
32709,Nanamagari Nanami no Naname na Jijou,N/A,Light Novel (4 vols),Oct 2013 - Dec 2014
32710,Eros Kourin!,N/A,Light Novel (2 vols),Dec 2010 - May 2011
32711,Aa! Seishun no Koushien,N/A,Manga (7 vols),1976 - 1979
32712,Haiyaku no Cavaliers,N/A,Light Novel (1 vols),Dec 2011 - Dec 2011
32713,Inazuma Eleven: Special,N/A,Manga (3 vols),2010 - 2012
32714,Shinai no.,N/A,Light Novel (2 vols),Jan 2009 - Jul 2009
32715,Basilisk no Michi,N/A,One-shot (? vols),Jul 2013 - Jul 2013
32716,Nibelung no Yubiwa,N/A,Light Novel (2 vols),Jul 2013 - Apr 2014
32717,Lips Phantom,N/A,Light Novel (2 vols),Dec 2012 - Apr 2013
32718,Kirei na Ano Ko,N/A,Manga (1 vols),Apr 2011 - Mar 2013
32719,Jotei Ryuuouin Rinne no Hatsukoi,N/A,Light Novel (4 vols),Aug 2008 - Sep 2010
32720,Revenge x Revenge,N/A,Light Novel (1 vols),Sep 2007 - Sep 2007
32721,Guns Heart,N/A,Light Novel (5 vols),Jan 2004 - May 2005
32722,Tetsuwan Raider,N/A,Light Novel (5 vols),Nov 2009 - Jun 2011
32723,Shichinin no Bukiya,N/A,Light Novel (9 vols),Sep 2005 - Jul 2008
32724,Sumaga,N/A,Light Novel (3 vols),Oct 2008 - Aug 2009
32725,Minamino Minamino,N/A,Light Novel (1 vols),Jan 2005 - Jan 2005
32726,Akuma no Kagi to Shoujo no Raison d'être,N/A,Manga (? vols),Nov 2013 - Apr 2014
32727,Houkago no Rocketeer,N/A,Light Novel (1 vols),Dec 2009 - Dec 2009
32728,Natsu to Mikoshi to Kyodai Kaijuu,N/A,Manga (? vols),Dec 2013 - Jan 2014
32729,Kamisama Sakuragi Produce,N/A,Manga (3 vols),Sep 2013 - Sep 2015
32730,Neko no Chikyuugi,N/A,Light Novel (2 vols),Jan 2000 - Apr 2000
32731,Chari ni Norenai!,N/A,Manga (5 vols),Dec 2013 - Aug 2015
32732,Kaze no Stra,N/A,Manga (4 vols),Dec 2013 - Jan 2015
32733,Pato-ko Ikkimasu!,N/A,Manga (1 vols),Dec 2013 - Mar 2014
32734,Angel Howling,N/A,Light Novel (10 vols),Oct 2000 - Oct 2004
32735,Koi wa Senkyo to Gakuen Haken!,N/A,Light Novel (2 vols),Aug 2012 - Mar 2013
32736,Boy x Meet x Girl,N/A,Manga (1 vols),Apr 2007 - Apr 2007
32737,Tera Girl,N/A,Manga (3 vols),Jan 2011 - Sep 2012
32738,Majo ni Touch!,N/A,Light Novel (3 vols),May 2009 - Jan 2010
32739,Called Gehenna,N/A,Light Novel (4 vols),Oct 1999 - Jun 2001
32740,Genjuuza,N/A,Manga (3 vols),Mar 2011 - Jul 2012
32741,Smoking Gun: Minkan Kasouken Chousain Nagareta Enishi,N/A,Manga (10 vols),Jan 2012 - Nov 2014
32742,Mousou Girl,N/A,Light Novel (6 vols),Aug 2009 - Dec 2010
32743,Edit! Light Novel no Hontou no Tsukurikata?!,N/A,Light Novel (1 vols),Sep 2009 - Sep 2009
32744,Demekin,N/A,Manga (? vols),Oct 2009 -
32745,Hachijoujima to, Majo no Natsu,N/A,Light Novel (1 vols),May 2012 - May 2012
32746,Kimi ga Naita kara,N/A,Manga (? vols),Jul 2012 -
32747,Usagi Robot,N/A,Light Novel (3 vols),Apr 2012 - Oct 2012
32748,Watashi no Slime ni Narinasai!,N/A,Light Novel (1 vols),Aug 2013 - Aug 2013
32749,Kyuuketsuki no Himegoto,N/A,Light Novel (3 vols),Nov 2007 - Jul 2008
32750,BMI - Mazoku Chousakyoku,N/A,Manga (? vols),Jul 2013 - Jul 2013
32751,Houjou Rurika wa Tomaranai!,N/A,Light Novel (1 vols),Jul 2010 - Jul 2010
32752,Sono Settei wa Yamenasai!,N/A,Light Novel (1 vols),Jan 2014 - Jan 2014
32753,Saigo no Restaurant,N/A,Manga (? vols),Feb 2011 -
32754,Sya,N/A,Manga (5 vols),Jul 2010 - Jan 2014
32755,Boku no Mawari no Uchuujin,N/A,Manga (2 vols),Dec 2010 - Dec 2012
32756,Futari ni Omakase,N/A,Manga (6 vols),1987 -
32757,Azanael: The Case-Book of ENA,N/A,Manga (2 vols),Nov 2010 - Apr 2012
32758,Hyakume no Kishi,N/A,Manga (2 vols),Sep 2006 - Feb 2008
32759,D-Crackers,N/A,Light Novel (8 vols),Nov 2000 - Jan 2004
32760,D-Crackers Short,N/A,Light Novel (2 vols),Sep 2002 - Jul 2003
32761,D-Crackers Plus: Sekai - After Kingdom,N/A,Light Novel (1 vols),Dec 2007 - Dec 2007
32762,SatanDay Night,N/A,Light Novel (1 vols),Dec 2012 - Dec 2012
32763,Gendai Nihon ni Yattekita Sega no Megami ni Arigachi na Koto,N/A,Light Novel (2 vols),Dec 2013 - Jun 2014
32764,Tantei Shikkaku,N/A,Light Novel (2 vols),Dec 2011 - Apr 2012
32765,Kaze no Yukue - Shin Kidou Senki Gundam W Parody Kyousakushuu,N/A,Manga (1 vols),Mar 1998 - Mar 1998
32766,Houkago Quartet,N/A,Light Novel (3 vols),Apr 2013 - Oct 2013
32767,Maid ga Oshieru Maou-gaku!,N/A,Light Novel (3 vols),Dec 2013 - Aug 2014
32768,Chao,N/A,Manga (1 vols),May 1998 - May 1998
32769,Kohitsuji wa Mayowanai,N/A,Light Novel (6 vols),Nov 2010 - Sep 2012
32770,Honjitsu no Kishi Miroku,N/A,Light Novel (10 vols),Apr 2009 - Feb 2012
32771,Majin Senki: Ha-Gun,N/A,Manga (4 vols),May 2006 - Aug 2007
32772,Mujin no Jager,N/A,Light Novel (3 vols),Feb 2010 - Nov 2010
32773,Babysitter Gin!,N/A,Manga (9 vols),1997 - 2007
32774,Meisai-kun,N/A,Manga (5 vols),2000 - 2003
32775,Degen Mädchen,N/A,Light Novel (4 vols),Jun 2012 - Jul 2013
32776,Shinrei Tantei Yakumo: Another Files,N/A,Novel (? vols),Jul 2013 -
32777,Little Busters! Ecstasy: Heartful,N/A,Manga (3 vols),Oct 2012 - 2013
32778,Ring Ring Busters!,N/A,Manga (1 vols),Jan 2013 - Jan 2013
32779,Izumosou wa Itsumo Juugatsu,N/A,Light Novel (2 vols),Jan 2014 - Apr 2014
32780,Senkou no Double X,N/A,Light Novel (2 vols),Jan 2014 - Jun 2014
32781,Sakura Sonata,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
32782,Seizuyomi no Leena,N/A,Light Novel (3 vols),Apr 2009 - Jul 2010
32783,Hachimitsu to Clover Spin-off,N/A,Manga (? vols),Nov 2006 - Jan 2008
32784,Kizaki-kun to Yobanaide!,N/A,Light Novel (3 vols),May 2012 - Feb 2013
32785,Ore to Tenshi no Yggdrasil,N/A,Light Novel (3 vols),Mar 2010 - Sep 2010
32786,Hazakura ga Kita Natsu,N/A,Light Novel (5 vols),Apr 2008 - Oct 2009
32787,Houkago Hyaku Monogatari,N/A,Light Novel (10 vols),Feb 2008 - Jan 2011
32788,Futsuu no Joshikousei ga [LocoDol] Yattemita.,N/A,Manga (? vols),Aug 2011 -
32789,Lady Cool,N/A,Manga (? vols),Aug 2013 -
32790,Cool: Rental Body Guard,N/A,Manga (3 vols),Sep 1997 - Jan 1998
32791,Koukyuu Rakuen Kyuujou: Harem League Baseball,N/A,Light Novel (2 vols),Dec 2013 - Jul 2015
32792,Tama◇Nama,N/A,Light Novel (7 vols),Jul 2007 - Feb 2009
32793,Seiyuu no Tamago ga, Ore no Kanojo Datta you desu.,N/A,Light Novel (2 vols),Aug 2011 - Feb 2012
32794,Sanbanme no Tsuki,N/A,Manga (2 vols),Jan 2013 - Jul 2014
32795,Toudou-ke wa Kamigakari,N/A,Light Novel (3 vols),Feb 2008 - Sep 2010
32796,Hataraite Kudasai, Haruko-sensei!,N/A,One-shot (? vols),Dec 2013 - Dec 2013
32797,Buddy!!!,N/A,Manga (4 vols),Sep 2013 - Apr 2015
32798,CV:Heroine,N/A,Manga (1 vols),Nov 2013 - Nov 2013
32799,Cyborg 009 Kanketsu-hen: Conclusion God's War,N/A,Manga (5 vols),Apr 2012 - Feb 2014
32800,Natsuyuki Rendezvous Bangai-hen,N/A,Manga (1 vols),Feb 2012 - Aug 2013
32801,Hanakuu Otome,N/A,Manga (1 vols),Sep 2010 - Mar 2013
32802,Ore to Kanojo no Pandora Box,N/A,Manga (3 vols),Dec 2011 - Apr 2013
32803,Ore to Kanojo no Pandora Box,N/A,Light Novel (7 vols),Jul 2011 - Feb 2013
32804,Zenryaku. Neko to Tenshi to Doukyo Hajimemashita.,N/A,Light Novel (6 vols),Aug 2010 - Jul 2012
32805,Boku to Tsundere to Heidegger,N/A,Light Novel (1 vols),Sep 2011 - Sep 2011
32806,Dragcane no Conductor,N/A,Light Novel (2 vols),Mar 2013 - Jun 2013
32807,Raten - Birth,N/A,Manga (6 vols),2006 - 2009
32808,Hatsukoi Continue,N/A,Light Novel (2 vols),Aug 2013 - Mar 2014
32809,Gosenfu Nante Kazari desu!,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
32810,Leviathan no Sekai,N/A,Light Novel (1 vols),Nov 2011 - Nov 2011
32811,Mahou Kenshi no Extra,N/A,Light Novel (5 vols),Feb 2014 - Aug 2015
32812,Lizard King,N/A,Manga (2 vols),1998 - 2000
32813,Ankoku Maou na Oresama TUEEE!,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
32814,Yuushibu. - Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,N/A,Manga (3 vols),May 2013 - May 2014
32815,Sankaku Complex,N/A,Manga (2 vols),Oct 2011 - Jan 2014
32816,Doubutsu Zukan,N/A,Manga (3 vols),Jun 2013 - May 2015
32817,Jinsei: Manga no Shou,N/A,Manga (3 vols),Feb 2014 - Mar 2015
32818,Minikui Kaeru no Ko,N/A,Manga (3 vols),Jul 2013 - Dec 2014
32819,Nazotoki Drill,N/A,Manga (3 vols),Jan 2014 - May 2015
32820,Rose Guns Days: Season 3,N/A,Manga (3 vols),Sep 2013 - Mar 2015
32821,Rose Guns Days: Aishuu no Cross Knife,N/A,Manga (2 vols),Dec 2012 - Oct 2013
32822,Duel Masters: Lunatic God Saga,N/A,Light Novel (1 vols),Sep 2009 - Sep 2009
32823,Shumatsu Ryouiki no Nemesis,N/A,Light Novel (2 vols),Sep 2013 - Dec 2013
32824,Wagamama Mille-Feuille,N/A,Manga (1 vols),Oct 2012 - Oct 2012
32825,Dark Cherry to Shoujo A,N/A,Manga (1 vols),Nov 2012 - Nov 2013
32826,Ryuujin Kishin to Tatakau Himemiko,N/A,Light Novel (1 vols),Apr 2011 - Apr 2011
32827,Sex Battle Royal!,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
32828,CO Chuu,N/A,Manga (2 vols),Sep 2013 - Jun 2014
32829,Gen-Cha!,N/A,Manga (1 vols),Jul 2006 - Jul 2006
32830,Tamuramaro-san,N/A,Manga (3 vols),Jun 2011 - Jun 2015
32831,Sudden Death,N/A,Manga (? vols),Nov 2012 -
32832,Real Ou!,N/A,Light Novel (2 vols),Oct 2012 - Apr 2013
32833,Idol wa Tsukkomareru no ga Suki!,N/A,Light Novel (10 vols),Jul 2010 - Jul 2013
32834,Kamikuu no Ex Machina,N/A,Light Novel (2 vols),Aug 2013 - Dec 2013
32835,Mi-kun no Chikuwabu + Ore,N/A,Light Novel (1 vols),Mar 2012 - Mar 2012
32836,Takaya: Senbu Gakuen Gekitouden,N/A,Manga (5 vols),May 2005 - Feb 2006
32837,Anuvis!,N/A,Light Novel (2 vols),Aug 2012 - Dec 2012
32838,See-Through!?,N/A,Light Novel (2 vols),Sep 2011 - Feb 2012
32839,Ore no Revenge ga Heroine wo Zenin Taosu!,N/A,Light Novel (3 vols),Dec 2013 - Sep 2014
32840,Renai Makegumi no Boku ni, H na Maid ga Todokimashita.,N/A,Light Novel (1 vols),Jan 2014 - Jan 2014
32841,Tsukushi-biyori,N/A,Manga (2 vols),Nov 2013 - Oct 2014
32842,Nakigara Hitsugi no Shisha Soseigaku,N/A,Light Novel (1 vols),Oct 2008 - Oct 2008
32843,Aisuru Musume kara no Kyouikuteki Shidou,N/A,Light Novel (1 vols),May 2013 - May 2013
32844,Otousan to Issho!,N/A,Light Novel (3 vols),Apr 2011 - Nov 2011
32845,Sayonara Tama-chan,N/A,Manga (1 vols),Jul 2012 - Aug 2013
32846,Shinkaigyo,N/A,Manga (1 vols),Oct 2011 - Oct 2011
32847,Zeus no Tane,N/A,Manga (4 vols),Feb 2011 - Sep 2012
32848,Kureha x Limited!,N/A,Light Novel (2 vols),Sep 2009 - Mar 2010
32849,Parallel Mariners,N/A,Light Novel (2 vols),May 2008 - Sep 2008
32850,Norausagi,N/A,Manga (3 vols),May 2013 - Dec 2014
32851,Mousou Koukou Kyouin Morishita,N/A,Manga (5 vols),Jul 2013 - Feb 2016
32852,Oretachi no Commu Ryoku ga Mohaya Gakuen Inou Battle,N/A,Light Novel (1 vols),Jan 2014 - Jan 2014
32853,Quartet Buyobuyo,N/A,Light Novel (1 vols),Jun 2008 - Jun 2008
32854,Shingeki no Bahamut: Mystalsia Saga,N/A,Manga (6 vols),Jul 2013 - Apr 2019
32855,Kidou Senshi Gundam: Aru Hi - H.D.A.,N/A,One-shot (? vols),Oct 2002 - Oct 2002
32856,Aoki Jupiter,N/A,Manga (2 vols),Jan 2013 - Apr 2013
32857,Gorilla-Man,N/A,Manga (19 vols),Mar 1988 - Aug 1992
32858,Baketero,N/A,Light Novel (2 vols),Oct 2009 - Feb 2010
32859,Koibito Ijou, Tomodachi Miman,N/A,Light Novel (3 vols),May 2010 - Jan 2011
32860,VS Otokonoko♥,N/A,Manga (1 vols),Sep 2010 - Sep 2010
32861,Nanaka-san wa Genjitsu,N/A,Light Novel (1 vols),Jul 2010 - Jul 2010
32862,Fundari Kettari! Ano Ko no Egao wo Mamottari,N/A,Light Novel (1 vols),Aug 2012 - Aug 2012
32863,Magi no Twinkle,N/A,Light Novel (1 vols),Dec 2011 - Dec 2011
32864,Hanaji,N/A,One-shot (? vols),May 2009 - May 2009
32865,Diamond no Kuni no Alice: Black or Sweets,N/A,Light Novel (1 vols),Dec 2012 - Dec 2012
32866,Sekai Seifuku: Junketsu no White Light,N/A,Manga (1 vols),Jan 2014 - Sep 2014
32867,World End Lights,N/A,Light Novel (4 vols),Feb 2010 - Jan 2011
32868,Six Bolts,N/A,Light Novel (3 vols),Dec 2001 - Dec 2003
32869,(Kuro) no Tenshi,N/A,Manga (2 vols),May 2013 - May 2014
32870,Sekai Seifuku: Bouryaku no Zvezda,N/A,Manga (3 vols),Jan 2014 - Nov 2014
32871,Sekai Seifuku: 4-koma no Zvezda,N/A,Manga (1 vols),Jan 2014 - Oct 2014
32872,Shinken Aoi,N/A,Light Novel (3 vols),Nov 2009 - Sep 2010
32873,Saikin, Imouto no Yousu ga Chotto Okashiinda ga.,N/A,Light Novel (1 vols),Jan 2014 - Jan 2014
32874,Hisoka Returns! - Another Story,N/A,One-shot (? vols),Jun 2004 - Jul 2004
32875,Gadget,N/A,Light Novel (5 vols),Jul 2009 - Jan 2010
32876,Tenkeiteki Isekai Tenseitan,N/A,Light Novel (3 vols),Feb 2014 - Jan 2015
32877,World End Valkyrie,N/A,Light Novel (3 vols),May 2011 - Dec 2012
32878,Ginsekai to Kaze no Shoujo,N/A,Light Novel (1 vols),Dec 2008 - Dec 2008
32879,Hello, Genius,N/A,Light Novel (3 vols),Oct 2010 - Oct 2011
32880,Tokyo Wonder Boys,N/A,One-shot (? vols),Oct 2012 - Oct 2012
32881,Sate, Game Guard wo Kouryaku Shiyou ka.,N/A,Light Novel (7 vols),Jan 2014 - Aug 2015
32882,Koisuru Youko to Shinen no Kenshi,N/A,Light Novel (2 vols),May 2011 - Sep 2011
32883,Edo of the Dead,N/A,Manga (? vols),Aug 2013 -
32884,Koakuma-chan to MP0 no Shounen,N/A,Light Novel (1 vols),May 2012 - May 2012
32885,Riajuu wa Bakuhatsu Shiro, Gachi de!,N/A,Light Novel (2 vols),Mar 2012 - Jul 2012
32886,Isekai no Mahoutsukai ga Uchi ni Isourouchuu desu!?,N/A,Light Novel (1 vols),Jun 2012 - Jun 2012
32887,Danzai no Warlock,N/A,Manga (1 vols),Nov 2013 - Nov 2013
32888,Shounen Shoujo,N/A,Manga (1 vols),Aug 2009 - Nov 2010
32889,Manakami!,N/A,Light Novel (1 vols),Jul 2010 - Jul 2010
32890,Homunculus no Musume,N/A,Manga (2 vols),Aug 2013 - Jul 2014
32891,Kimi to Aruku Hidamari wo,N/A,Light Novel (4 vols),Dec 2007 - Mar 2009
32892,Oneechan no Otouto-kun♥,N/A,Light Novel (1 vols),Sep 2009 - Sep 2009
32893,Tokyo Spirit Jaeger,N/A,Light Novel (1 vols),Jan 2014 - Jan 2014
32894,Maou Gakkou ni Ore dake Yuusha!?,N/A,Light Novel (10 vols),Nov 2010 - Jun 2013
32895,Hareru Unicorn,N/A,Light Novel (1 vols),Apr 2013 - Apr 2013
32896,Love Chu! Boku ga Jokyoushi!?,N/A,Light Novel (1 vols),Jan 2010 - Jan 2010
32897,Yome ni Shiro to Semaru Osananajimi no Tame ni XX Shitemita,N/A,Light Novel (3 vols),Aug 2011 - Apr 2013
32898,Kyou mo Nuide yo! Nikaidou-san!,N/A,Light Novel (1 vols),Sep 2013 - Sep 2013
32899,Master Blaze,N/A,Light Novel (1 vols),Jan 2014 - Jan 2014
32900,Uchi de, Ocha demo.,N/A,Manga (2 vols),Jun 2011 - Apr 2012
32901,Maestro,N/A,Manga (3 vols),2003 - Dec 2007
32902,Shiroki Kououhime to Cheat Force,N/A,Light Novel (2 vols),Dec 2013 - May 2014
32903,Sougin no Yuria: Gunpowder Valentine,N/A,Light Novel (1 vols),Feb 2014 - Feb 2014
32904,Sekigan no Ryuuou to Crystal Walkure,N/A,Light Novel (1 vols),Feb 2014 - Feb 2014
32905,Tsukiyogarasu Zoushi,N/A,Manga (6 vols),Jul 2001 - Jan 2006
32906,Buddy Spirits,N/A,Manga (6 vols),Dec 2011 - May 2014
32907,Ichioku Hensai Nikki,N/A,Manga (? vols),Dec 2010 -
32908,Hayami-san no Enmusubi,N/A,Light Novel (1 vols),Nov 2008 - Nov 2008
32909,Kocchi Mite, Kamatte,N/A,Manga (1 vols),Sep 2013 - Sep 2013
32910,Anton,N/A,Manga (3 vols),Sep 1992 - Apr 1995
32911,Hanbun no Tsuki to Odorou,N/A,Light Novel (1 vols),May 2011 - May 2011
32912,Sourei no Alicia,N/A,Light Novel (2 vols),Sep 2009 - Jan 2010
32913,Maji da yo!!,N/A,Manga (2 vols),May 1987 - Dec 1987
32914,Rising-san,N/A,Manga (3 vols),Mar 2001 - Oct 2001
32915,Doronkyuu,N/A,Manga (3 vols),Nov 2011 - Feb 2015
32916,Buddy Complex,N/A,Manga (2 vols),Jan 2014 - Oct 2014
32917,Kikokugai: The Cyber Slayer,N/A,Light Novel (2 vols),Dec 2004 - Feb 2005
32918,Suisei no Gargantia Gaiden: Shounen to Kyojin,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
32919,Phantom Burai,N/A,Manga (12 vols),1978 - 1984
32920,Psyche Princess,N/A,Light Novel (3 vols),Oct 2009 - May 2010
32921,Chigatari.,N/A,Light Novel (3 vols),Aug 2010 - Mar 2011
32922,Giga Tokyo Toy Box: SP,N/A,Manga (1 vols),Sep 2007 - Mar 2013
32923,Daruma-Kagura,N/A,Manga (2 vols),Mar 2011 - Mar 2012
32924,Rinkan no Madoushi,N/A,Light Novel (10 vols),Nov 2007 - Aug 2012
32925,Ryuugoroshi no Sugosu Hibi,N/A,Light Novel (11 vols),Sep 2012 - Jan 2014
32926,Kantai Collection: Ikkousen, Demasu!,N/A,Light Novel (? vols),Feb 2014 -
32927,Ma Yori mo Kuroku Wagamama ni Mahou Shoujo wa Yume wo Miru,N/A,Light Novel (2 vols),Feb 2011 - Sep 2011
32928,Jigoku Yakyuu☆Wild Witches: Bishoujo darake no Team de Play Ball!?,N/A,Light Novel (1 vols),Dec 2012 - Dec 2012
32929,Joshiritsu no Takasugiru Suiei-bu de Irojikake ni Maketa Ore,N/A,Light Novel (1 vols),Jul 2013 - Jul 2013
32930,Kikaijikake no Jakitsukai,N/A,Light Novel (1 vols),Apr 2004 - Apr 2004
32931,Hua Cao Guan Xi - Close to You,N/A,Manhua (? vols),-
32932,Teito Monogatari,N/A,Manga (2 vols),1987 - 1989
32933,Teito Monogatari: Tokio Wars,N/A,Manga (1 vols),1989 - 1990
32934,Yumeyume: Onmyouji Kidan,N/A,Manga (1 vols),Dec 2001 - Dec 2001
32935,"Bungaku Shoujo" to Koisuru Episode,N/A,Light Novel (4 vols),2007 - 2010
32936,Hanjuku Sakka to "Bungaku Shoujo" na Muse,N/A,Light Novel (1 vols),May 2011 - May 2011
32937,Gin no Sato,N/A,Manga (1 vols),Apr 1994 - Jun 1996
32938,Ningyou no Yakata,N/A,Manga (1 vols),Dec 1993 - Dec 1993
32939,Boy Meets Heart!,N/A,Light Novel (2 vols),Jun 2011 - Nov 2011
32940,Mystery Minzoku Gakusha Yakumo Itsuki,N/A,Manga (9 vols),2002 - 2004
32941,Mikazuki Ryuu Ibun: Date Masamune Koushi,N/A,Manga (? vols),-
32942,Shin Sakura Tsuushin,N/A,Manga (2 vols),Feb 2014 - Aug 2015
32943,Mousou Kagyou no Michinaga-san,N/A,Manga (3 vols),Dec 2012 - Apr 2014
32944,Sin For Not Swallowing,N/A,Manhwa (? vols),Nov 2013 - Nov 2013
32945,Melo Neko - Neko Manga Anthology,N/A,Manga (1 vols),Mar 2012 - Mar 2012
32946,Choko Beast!!,N/A,Manga (4 vols),1996 -
32947,Yell,N/A,One-shot (? vols),Jul 2012 - Jul 2012
32948,Natsu no Hi to, Bokura to, Mahou,N/A,Manga (? vols),Feb 2014 - Mar 2014
32949,Free!,N/A,Manga (2 vols),Oct 2010 - Apr 2014
32950,Virgin Road,N/A,Manga (1 vols),Nov 2005 - Nov 2005
32951,Rokumonsen Rock,N/A,Manga (4 vols),Jun 2013 - Jul 2015
32952,Ashita e Kick Off,N/A,Manga (1 vols),Aug 1976 - Oct 1977
32953,Kake wa Russia de,N/A,Light Novel (? vols),Feb 2014 -
32954,Toro Fuwa Milky Hanayome Shuugyou: Goshujinsama to Maid,N/A,Light Novel (1 vols),Feb 2014 - Feb 2014
32955,Shousetsuban Yowamushi Pedal,N/A,Light Novel (? vols),Feb 2014 -
32956,Taishou Rouman: Oni-san Yameteee!!,N/A,Manga (2 vols),Aug 2013 - Jul 2014
32957,Koumei no Yome.,N/A,Manga (? vols),Dec 2010 -
32958,Photokano: Love Album,N/A,Manga (2 vols),Jun 2012 - Aug 2013
32959,Photokano: Happy Album,N/A,Manga (2 vols),Mar 2012 - Aug 2013
32960,Gregory Horror Show: Another World,N/A,Manga (1 vols),Oct 2007 - Jan 2008
32961,Chuugaku-sei Nikki,N/A,Manga (4 vols),May 2013 - Apr 2015
32962,Koko ga Genkai no Oval Gakuen,N/A,Manga (3 vols),Jul 2013 - May 2015
32963,Abu-san,N/A,Manga (107 vols),1973 - Feb 2014
32964,I Love You♥,N/A,Doujinshi (1 vols),Feb 2011 - Feb 2011
32965,Rockman,N/A,Manga (1 vols),Jun 1992 - Oct 1992
32966,Rockman: Dr. Wily no Inbou,N/A,Manga (1 vols),Jun 1993 - Jan 1994
32967,Rockman 4,N/A,Manga (1 vols),Jan 1992 - May 1992
32968,Rockman 5,N/A,Manga (2 vols),1992 - 1993
32969,Nanahara Nanase no Soshage Kouza,N/A,Light Novel (1 vols),Jun 2013 - Jun 2013
32970,Guren no Oujo to Zettai Kioku no Kuro Ouji,N/A,Light Novel (2 vols),Feb 2014 - May 2015
32971,Jinrou to Thief Guild,N/A,Light Novel (1 vols),Feb 2014 - Feb 2014
32972,Shousetsu Higashi no Eden,N/A,Light Novel (1 vols),Apr 2009 - Sep 2009
32973,Shousetsu Higashi no Eden Gekijouban,N/A,Light Novel (1 vols),Apr 2010 - Apr 2010
